název produktu;V-kód produktu;skupina produktů;čas cyklu (s);kavita;čas přípravy (s);zmetkovitost (%)
Krycí sklo-brzdové světlo přídav.;V0920;920;43,5;1;14400;5
Pouzdro čiré;V0921;921;30;2;14400;5
Těleso FS LL      PQ 35;V0923;923;;;14400;5
Těleso FS RL     PQ 35;V0924;924;;;14400;5
Těleso FS LL      PQ 46;V0925;925;;;14400;5
Těleso BFS RL   PQ 46;V0926;926;;;14400;5
Těleso FS RL     PQ 46;V0927;927;;;14400;5
Těleso BFS LL   PQ46;V0928;928;;;14400;5
Rám svietidla 3300;V0930;930;38,5;1;14400;5
Optický kryt;V0931;931;;;14400;5
Kryt mikrofonu šedý;V0932;932;44,7;2;14400;5
Kryt mikrofonu černý;V0933;933;32,5;2;14400;5
Kryt malý šedý;V0934;934;;;14400;5
Kryt malý černý;V0935;935;27;2;14400;5
Kryt velký šedý;V0936;936;30,7;2;14400;5
Kryt velký černý;V0937;937;30,9;2;14400;5
Rám svietidla 3360;V0938;938;38,5;1;14400;5
Kryt mikrofonu Astra 3360;V0939;939;29;1;14400;5
Rám svietidla Opel Astra 3311;V0940;940;38,5;1;14400;5
Kryt malý černý - 120 balení;V0941;941;28,9;2;14400;5
Krycí sklo-brzdové světlo příd.;V0942;942;;;14400;5
Optický kryt Insignie D;V0944;944;43;2;14400;5
Kryt;V0946;946;30;1;14400;5
Těleso+těsnění;V0947;947;64;1;14400;5
Těleso+ těsnění 2K- nová forma B;V0948;948;62;1;14400;5
Optický kryt Insignie 2K-nová forma;V0949;949;47;2;14400;5
SR base granit;V0950;950;71;1;14400;5
SR base black;V0951;951;;;14400;5
SR base white;V0952;952;;;14400;5
RR base granit;V0953;953;57,4;1;14400;5
RR base black;V0954;954;49;1;14400;5
RR base white;V0955;955;49;1;14400;5
Drip tray square granit;V0956;956;50,5;2;14400;5
Drip tray square black;V0957;957;;;14400;5
Drip tray square white;V0958;958;;;14400;5
Drip tray round granit;V0959;959;53,5;4;14400;5
Drip tray round black;V0960;960;72;4;14400;5
Drip tray round white;V0961;961;;;14400;5
Drip tray aquarius;V0962;962;;;14400;5
Drip tray aquarius blue;V0963;963;;;14400;5
Stěrka Trumf;V0964;964;48;1;14400;5
Stěrka Trumf;V0966;966;31;1;14400;5
Stěrka Herold;V0967;967;33;1;14400;5
Knoflík Mora ES bílý;V0970;970;35,5;4;14400;5
Knoflík Mora ES hnědý;V0971;971;33,7;4;14400;5
Knoflík Mora PS bílý;V0972;972;36;4;14400;5
Knoflík Mora PS hnědý;V0973;973;31,7;4;14400;5
díl pro Praděd;V0974;974;;;14400;5
díl pro Praděd;V0975;975;;;14400;5
Věž Praděd;V0976;976;;;14400;5
Tácek;V0977;977;55;1;14400;5
Kolečko do vozíku IPG;V0978;978;;;14400;5
Kroužek Mora bílý;V0980;980;32,4;4;14400;5
Kroužek Mora hnědý;V0981;981;26;4;14400;5
Grip Honda Civic LH black;V0982;982;72;1;14400;5
Grip Honda Civic RH black;V0983;983;64;1;14400;5
Grip Honda Civic LH grey;V0984;984;;;14400;5
Grip Honda Civic RH grey;V0985;985;;;14400;5
Rubit Flake black;V0986;986;52;1;14400;5
Rubit Flake Green;V0987;987;52;1;14400;5
Rubit Flake Blue;V0988;988;52;1;14400;5
Rubit Flake Tyrkys;V0989;989;52;1;14400;5
Rubit Flake orange;V0990;990;52;1;14400;5
Rubit Flake red;V0991;991;52;1;14400;5
Plášt kafé mlýnku;V0998;998;61;1;14400;5
Plášť  TFB 3000;V1000;1000;;;14400;5
Profil izolační šedý TFB 3000;V1001;1001;;;14400;5
Vnitřní dno TFB 3000;V1002;1002;;;14400;5
Dno TFB 3000;V1003;1003;;;14400;5
Miska TFB 3000;V1004;1004;;;14400;5
Víko plastové  TFB 3000;V1005;1005;;;14400;5
Držák skla TFB 3000;V1006;1006;;;14400;5
Pant TFB 3000;V1007;1007;;;14400;5
Držák pantu levý TFB 3000;V1008;1008;;;14400;5
Držák pantu pravý TFB 3000;V1009;1009;;;14400;5
Zadní díl pultu TFB 3000;V1010;1010;;;14400;5
Regulační kotouč TFB 3000;V1011;1011;;;14400;5
Sklo signální TFB 3000;V1012;1012;;;14400;5
Třmen tlačítka levý TFB 3000;V1013;1013;;;14400;5
Třmen tlačítka pravý TFB 3000;V1014;1014;;;14400;5
Tlačítko otvírání víka TFB 3000;V1015;1015;;;14400;5
Pult ovládací TFB 3000;V1016;1016;;;14400;5
Díl držadla horní TFB 3000;V1017;1017;;;14400;5
Díl držadla dolní TFB 3000;V1018;1018;;;14400;5
Tlačítko aretace TFB 3000;V1019;1019;;;14400;5
Aretace TFB 3000;V1020;1020;;;14400;5
Kloub držadla TFB 3000;V1021;1021;;;14400;5
Plášť TG 32;V1050;1050;;;14400;5
Profil izolační bílý TG 32;V1051;1051;;;14400;5
Dno vnitřní TG 32;V1052;1052;;;14400;5
Dno TG 32;V1053;1053;;;14400;5
Víko plastové TG 32;V1054;1054;;;14400;5
Nosník otvírání TG 32;V1055;1055;;;14400;5
Díl držadla dolní TG 32;V1056;1056;;;14400;5
Díl držadla horní TG 32;V1057;1057;;;14400;5
Aretace TG 32;V1058;1058;;;14400;5
Tlačítko aretace TG 32;V1059;1059;;;14400;5
Páka spínací TG 32;V1060;1060;;;14400;5
Kryt tlačítka TG 32;V1061;1061;;;14400;5
Páka tlačítka 1 TG 32;V1062;1062;;;14400;5
Páka tlačítka 2 TG 32;V1063;1063;;;14400;5
Tlačítko otvírání TG 32;V1064;1064;;;14400;5
Zadní díl pultu TG 32;V1065;1065;;;14400;5
Pult ovládací TG 32;V1066;1066;;;14400;5
Jezdec bílý TG 32;V1067;1067;;;14400;5
Jezdec modrý TG 32;V1068;1068;;;14400;5
Světlovod TG 32;V1069;1069;;;14400;5
Držák termostatu a pojistky TG 32;V1070;1070;;;14400;5
Kloub držadla  TG32;V1071;1071;;;14400;5
Dno konvice bílé;V1072;1072;;;14400;5
Podstavec horní díl-bílý;V1073;1073;26,6;1;14400;5
Víko-bílé;V1074;1074;;;14400;5
Krytka dražadla-bílá;V1075;1075;;;14400;5
Dražadlo-bílé;V1076;1076;35,3;1;14400;5
Dno konvice černé;V1077;1077;39;1;14400;5
Podstavec horní díl-černý;V1078;1078;26,4;1;14400;5
Víko-černé;V1079;1079;45;1;14400;5
Krytka držadla-černá;V1080;1080;40,6;1;14400;5
Držadlo-černé;V1081;1081;35,5;1;14400;5
Plášť  TG 11;V1100;1100;;;14400;5
Dno 2l TG 11;V1101;1101;;;14400;5
Dno 3l FR 1830/35;V1102;1102;;;14400;5
Víko plastové TG 11;V1103;1103;;;14400;5
Profil izolační oranžový FR 1820/25;V1104;1104;;;14400;5
Profil izolační modrý TG 11;V1105;1105;;;14400;5
Díl držadla dolní TG 11;V1106;1106;;;14400;5
Díl držadla horní TG 11;V1107;1107;;;14400;5
Aretace oranžová TG 11;V1108;1108;;;14400;5
Aretace zelená TG 11;V1109;1109;;;14400;5
Aretace modrá TG 11;V1110;1110;;;14400;5
Kryt koše  TG 11;V1111;1111;;;14400;5
Pant oranžový FR 1820/25;V1112;1112;;;14400;5
Pant modrý TG 11;V1113;1113;;;14400;5
Páka spínací TG 11;V1114;1114;;;14400;5
Třmen otvírací levý oranžový FR 1825;V1115;1115;;;14400;5
Třmen otvírací levý zelený FR 1820;V1116;1116;;;14400;5
Třmen otvírací levý modrý TG 11;V1117;1117;;;14400;5
Třmen otvírací pravý oranž.FR 1825;V1118;1118;;;14400;5
Třmen otvírací pravý zelený FR 1820;V1119;1119;;;14400;5
Třmen otvírací pravý modrý TG 11;V1120;1120;;;14400;5
Tlačítko otvírání oranžové FR 1825;V1121;1121;;;14400;5
Tlačítko otvírání zelené  FR 1820;V1122;1122;;;14400;5
Tlačítko otvírání modré TG 11;V1123;1123;;;14400;5
Zadní díl pultu TG11;V1124;1124;;;14400;5
Pult ovládací TG 11;V1125;1125;;;14400;5
Jezdec oranžový FR 1825;V1126;1126;;;14400;5
Jezdec zelený FR 1820;V1127;1127;;;14400;5
Jezdec modrý TG 11;V1128;1128;;;14400;5
Sklo signální oranžové TG 11;V1129;1129;;;14400;5
Sklo signální červené TG 11;V1130;1130;;;14400;5
Kryt tělesa oranžový FR 1820/25;V1131;1131;;;14400;5
Kryt tělesa modrý TG 11;V1132;1132;;;14400;5
Držák mikrospínače TG11;V1133;1133;;;14400;5
Víko 00434 -modré;V1136;1136;66;1;14400;5
Víko 00434- zelené;V1137;1137;66;1;14400;5
Plášť vysavače - tmavě červený;V1138;1138;108;1;14400;5
Plášť vysavače - tmavě modrý ;V1139;1139;108;1;14400;5
Plastový šroubek;V1140;1140;40;1;14400;5
Plášť FR 2010;V1150;1150;;;14400;5
Plášť FR 2020;V1151;1151;;;14400;5
Profil izolační FR 2010;V1152;1152;;;14400;5
Víko FR 2010;V1153;1153;;;14400;5
Víko dna FR 2010;V1154;1154;;;14400;5
Pult ovládací FR 2010;V1155;1155;;;14400;5
Zadní díl pultu FR 2010;V1156;1156;;;14400;5
Jezdec termostatu FR 2010;V1157;1157;;;14400;5
Páka spínacíFR 2010;V1158;1158;;;14400;5
Držadlo horní díl FR 2010;V1159;1159;;;14400;5
Držadlo dolní díl FR 2010;V1160;1160;;;14400;5
Držák otteru FR 2010;V1161;1161;;;14400;5
Tlačítko víka FR 2010;V1162;1162;;;14400;5
Aretace FR 2010;V1163;1163;;;14400;5
Sklo signální FR 2010;V1164;1164;;;14400;5
Klec bowdenu-sněholez;V1185;1185;;;14400;5
Rotor-sněholez;V1186;1186;;;14400;5
Plášť FR 1910;V1200;1200;;;14400;5
Pult ovládací FR 1910;V1201;1201;;;14400;5
Držadlo dolní díl FR 1910;V1202;1202;;;14400;5
Držadlo horní díl FR 1910;V1203;1203;;;14400;5
Víko dna FR 1910;V1204;1204;;;14400;5
Víko FR 1910;V1205;1205;;;14400;5
Profil izolační FR 1910;V1206;1206;;;14400;5
Regulační kotouč FR 1910;V1207;1207;;;14400;5
Tlačítko víka FR 1910;V1208;1208;;;14400;5
Čep upínací FR 1910;V1209;1209;;;14400;5
Plášť FR 1920;V1210;1210;;;14400;5
Profil izolační FR 1920;V1211;1211;;;14400;5
Víko FR 1920;V1212;1212;;;14400;5
Víko dna FR 1920;V1213;1213;;;14400;5
Pult ovládací FR 1920;V1214;1214;;;14400;5
Aretace šedá Privileg;V1215;1215;;;14400;5
Aretace černá;V1216;1216;;;14400;5
Profil izolační Privileg;V1217;1217;;;14400;5
Regulační kotouč Privileg;V1218;1218;;;14400;5
Držadlo dolní díl Privileg;V1219;1219;;;14400;5
Držadlo horní díl Privileg;V1220;1220;;;14400;5
Tlačítko víka Privileg;V1221;1221;;;14400;5
Tlačítko víka 1920;V1222;1222;;;14400;5
Čelo konektory SMG2 žlutý;V1223;1223;25,2;1;14400;5
Čelo antény SMG1 žluté;V1470;1223;25,2;1;14400;5
Čelo konektory EG2 zelený;V1225;1225;29,2;1;14400;5
Čelo antény EG1 zelené;V1469;1225;29,2;1;14400;5
Čelo konektory BRI;V1227;1227;31,8;1;14400;5
čelo antény Bri;V1229;1227;31,8;1;14400;5
Čelo konektory s potiskem ;V1228;1228;;;14400;5
Panel LED 2n potisk pro Bri;V1230;1230;;;14400;5
Rámeček Bri;V1231;1231;20,4;1;14400;5
Pláš´t horní pro BRI;V1232;1232;;;14400;5
Plášť horní pro BRI LITE;V1233;1233;;;14400;5
Boční čelo LIFTNET bez potisku;V1234;1234;20,7;1;14400;5
boční čelo LIFTNET s potiskem ;V1235;1235;;;14400;5
Clip for Q55;V1236;1236;17,3;1;14400;5
Čelo konektory SmG3;V1238;1238;29;1;14400;5
Čelo antény LTE Router, modrá;V1397;1238;29;1;14400;5
Čelo konektory EG4 zelená pantone 384C;V1240;1240;29,4;1;14400;5
Čelo antény EG1 zelené;V1469;1240;29,4;1;14400;5
Čelo konektory BRI-oranžová, Čelo antény ER1 oranžové;V1242;1240;29,5;1;14400;5
Čelo antény ER1 oranžové;V1458;1240;29,5;1;14400;5
Čelo konektory EG5 zelené;V1245;1245;29,5;1;14400;5
Čelo antény EG1 zelené;V1469;1245;29,5;1;14400;5
Flush Box 2M;V1247;1247;48;1;14400;5
Name key body;V1250;1250;36;1;14400;5
Lens window;V1251;1251;28;1;14400;5
Lens;V1253;1253;27;4;14400;5
Lense;V1254;1254;31;16;14400;5
Lens ;V1255;1255;31;4;14400;5
Button name key body;V1256;1256;35;2;14400;5
Keypad key 0 ;V1258;1258;48;1;14400;5
Keypad Key 1;V1259;1259;48;1;14400;5
Keypad Key 2;V1260;1260;48;1;14400;5
Keypad key 3;V1261;1261;48;1;14400;5
Keypad key 4;V1262;1262;48;1;14400;5
Keypad key 5;V1263;1263;48;1;14400;5
Keypad key 6;V1264;1264;48;1;14400;5
Keypad key 7;V1265;1265;48;1;14400;5
Keypad key 8;V1266;1266;48;1;14400;5
Keypad key 9;V1267;1267;48;1;14400;5
Keypad key phone;V1268;1268;48;1;14400;5
Keypad key sign;V1269;1269;48;1;14400;5
Čelo konektory EG4,USB,vypínač,SMS vstup, modrá;V1270;1270;34;1;14400;5
Čelo antény LTE Router, modrá;V1397;1270;34;1;14400;5
Name Key Button x finish;V1272;1272;30;4;14400;5
Name key body sealed;V1274;1274;39,6;2;14400;5
Name key stick sealed;V1275;1275;26,2;2;14400;5
Name key stick sealed compound;V1276;1276;80;2;14400;5
Čelo konektory EG 6, modrá pantone 2925;V1282;1282;27,5;1;14400;5
Name key body;V1284;1284;31,5;1;14400;5
Lens window;V1285;1285;37;1;14400;5
Čelo konektory EG PRO,USB výpinač +1397;V1287;1287;32,7;1;14400;5
Čelo antény LTE Router, modrá;V1397;1287;32,7;1;14400;5
Čelo konektory EG 7, modrá pantone 2925;V1291;1291;27,5;1;14400;5
Čelo antény LTE Router, modrá;V1397;1291;27,5;1;14400;5
Čelo konektory EG8 zelený + 1469;V1293;1293;28;1;14400;5
Čelo antény EG1 zelené;V1469;1293;28;1;14400;5
Panel for LNAK5 a DZLZ5;V1294;1294;36;1;14400;5
Plášť TG 16;V1300;1300;;;14400;5
Víko dna TG 16;V1301;1301;;;14400;5
Spojka termostatu TG 16;V1302;1302;;;14400;5
Sklo signální TG 16;V1303;1303;;;14400;5
Víko sv.modré TG 16;V1304;1304;;;14400;5
Víko sv.šedé TG 16;V1305;1305;;;14400;5
Profil izolační  sv.modrý TG 16;V1306;1306;;;14400;5
Profil izolační sv. šedý TG 16;V1307;1307;;;14400;5
Pult ovládací sv.modrý TG 16;V1308;1308;;;14400;5
Pult ovládací sv.šedý TG 16;V1309;1309;;;14400;5
Těsnění víka sv.modrý TG 16;V1310;1310;;;14400;5
Těsnění víka sv.šedý TG 16;V1311;1311;;;14400;5
Kloub držadla sv.modrý TG 16;V1312;1312;;;14400;5
Kloub držadla tm.modrý TG 16;V1313;1313;;;14400;5
Kloub držadla sv.šedý TG 16;V1314;1314;;;14400;5
Kloub držadla tm.šedý TG 16;V1315;1315;;;14400;5
Kotouč regulační sv.modrý TG 16;V1316;1316;;;14400;5
Kotouč regulační tm.modrý TG 16;V1317;1317;;;14400;5
Kotouč regulační sv.šedý TG 16;V1318;1318;;;14400;5
Kotouč regulační tm.šedý TG 16;V1319;1319;;;14400;5
Tlačítko otvírací sv.modrý TG 16;V1320;1320;;;14400;5
Tlačítko otvírací tm.modrý TG 16;V1321;1321;;;14400;5
Tlačítko otvírací sv.šedý TG 16;V1322;1322;;;14400;5
Tlačítko otvírací tm.šedý TG 16;V1323;1323;;;14400;5
Tlačítko aretace sv.modrý TG 16;V1324;1324;;;14400;5
Tlačítko aretace tm.modrý TG 16;V1325;1325;;;14400;5
Tlačítko aretace sv.šedý TG 16;V1326;1326;;;14400;5
Tlačítko aretace tm.šedý TG 16;V1327;1327;;;14400;5
Díl držadla dolní sv.modrý TG 16;V1328;1328;;;14400;5
Díl držadla dolní tm.modrý TG 16;V1329;1329;;;14400;5
Díl držadla dolní sv.šedý TG 16;V1330;1330;;;14400;5
Díl držadla dolní tm.šedý TG 16;V1331;1331;;;14400;5
Díl držadla horní sv.modrý TG 16;V1332;1332;;;14400;5
Díl držadla horní tm.modrý TG 16;V1333;1333;;;14400;5
Díl držadla horní sv.šedý TG 16;V1334;1334;;;14400;5
Díl držadla horní tm.šedý TG 16;V1335;1335;;;14400;5
Květináč barevný;V1336;1336;;;14400;5
Panel LED bez loga 2N, bez potisku;V1338;1338;30;1;14400;5
Izolační kroužek;V1340;1340;24,7;1;14400;5
Předpažbí dlouhé;V1341;1341;67;1;14400;5
Pažbička;V1342;1342;55;1;14400;5
Hmatník táhla;V1343;1343;52;2;14400;5
Tubus opěry;V1344;1344;72;1;14400;5
Opěra;V1345;1345;60;1;14400;5
Západka opěry;V1346;1346;18,9;2;14400;5
Polohovač opěry;V1347;1347;27;1;14400;5
Kloub;V1348;1348;36,7;1;14400;5
Kloub opěry;V1350;1350;44,3;1;14400;5
Základna opěry;V1351;1351;88;1;14400;5
Opěra;V1352;1352;71;1;14400;5
Aretační páka;V1353;1353;39,8;1;14400;5
Západka opěry;V1354;1354;39,9;2;14400;5
Pažba sklopná;V1355;1355;77;1;14400;5
Rukojeť Granátometu;V1357;1357;58,5;1;14400;5
Kolík předpažbí;V1358;1358;21,3;4;14400;5
Opěra s botkou;V1359;1359;110;1;14400;5
Pažba sklopná s botkou;V1360;1360;114;1;14400;5
Lícnice;V1361;1361;54;2;14400;5
Krytka uzávěrky;V1362;1362;22,5;2;14400;5
Opěra nová;V1363;1363;;;14400;5
Opěra s botkou-zálisek - S;V1364;1364;70;1;14400;5
Opěra s botkou-zálisek - P;V1365;1365;87;1;14400;5
Opěra s botkou - P;V1366;1366;165;1;14400;5
Ramenní opěra s botkou- zálisek - P;V1367;1367;86;1;14400;5
Cover Blind;V1370;1370;23;2;14400;5
Čelo konektory SmG3 Flex,USB,slim SIM,červená vodafone;V1373;1373;30;1;14400;5
Čelo konektory EG2, USB;V1374;1374;26,8;1;14400;5
Těsnění mikrofonu univerzální nový mat.;V1376;1376;30,2;2;14400;5
Těsnění mikrofonu Kompakt nový mat. ;V1377;1376;30,2;2;14400;5
Pláš´t horní potiskSmG1-potisk telefonica;V1378;1378;;;14400;5
Plášť horní EasyGate pro Watstelecom;V1379;1379;;;14400;5
Čelo antény SmG2, FLES, USB, modrá Pantone;V1380;1380;;;14400;5
Čelo konektory SmG2, FLES, USB, modrá Pantone;V1381;1381;25,5;1;14400;5
Čelo antény LTE Router, modrá;V1397;1381;25,5;1;14400;5
Čelo antény SmG Vodafone ,červená;V1383;1383;25,4;1;14400;5
Čelo konekrory SmG2 Flex USB Vodafone;V1385;1383;25,4;;14400;5
Rámeček SmG Vodafone červená;V1384;1384;24,4;1;14400;5
čelo konektory SpeedRouter LTE1, bez phone;V1387;1387;;;14400;5
Dvířka pro spodní díl jako VB ale pro SmG-MPI šedá;V1388;1388;;;14400;5
Plast dolní s dvířky jako VB ale pro SmG-MPI šedá;V1389;1389;36,2;1;14400;5
Zádní část;V1390;1390;44,6;1;14400;5
Zadní vložka;V1391;1391;43;1;14400;5
Noha;V1392;1392;43;1;14400;5
Čelíčko RING SWITCH;V1394;1394;20,9;1;14400;5
Rámeček LTE Router modrá;V1396;1396;29;1;14400;5
Čelo antény LTE Router, modrá;V1397;1397;34,9;1;14400;5
Čelo konektory LTE1,zákl.verze, modrá;V1398;1397;34,9;1;14400;5
Základna;V1400;1400;33,8;1;14400;5
Skelet základní;V1402;1402;34;1;14400;5
Skelet externí;V1403;1403;43;1;14400;5
Záslepka;V1404;1404;24;4;14400;5
Propojka;V1405;1405;17,6;1;14400;5
Zvukovod;V1406;1406;21,2;2;14400;5
Světlovod klávesnice;V1407;1407;18,7;1;14400;5
Světlovod ext. ;V1408;1408;20,1;1;14400;5
světlovod zákl.;V1409;1409;13,2;1;14400;5
Vložka jmenovky;V1410;1410;18,8;1;14400;5
těsnění zvukovodu;V1411;1411;22,5;2;14400;5
Těsnění repro;V1412;1411;22,5;2;14400;5
Průzor kamery;V1413;1413;19;1;14400;5
Záslepka kamery;V1414;1414;19,7;1;14400;5
Kámen;V1415;1415;21,9;4;14400;5
Držák kamery;V1416;1416;18,9;1;14400;5
Nosník kamery;V1417;1417;18,9;1;14400;5
Držák repro.;V1418;1418;16,9;2;14400;5
Vložka tlačítka;V1419;1419;18,5;4;14400;5
Chránič kon.8;V1420;1420;21,9;1;14400;5
Chránič ko. 4;V1421;1421;21,3;2;14400;5
Jmenovka;V1422;1422;24;2;14400;5
Jmenovka INFO;V1423;1423;30;1;14400;5
Mřížka Klávesnice;V1424;1424;24,6;1;14400;5
Vložka jmenovky;V1425;1425;23,8;1;14400;5
Rozvaděč zakl. ;V1426;1426;17,8;3;14400;5
Rozvaděč ext.;V1427;1427;15,2;1;14400;5
Jmenovka sestavená 1 šipka;V1428;1428;24;2;14400;5
Jmenovka sestavená 2 šipky;V1429;1429;24;2;14400;5
Klávesnice sestavená;V1430;1430;;;14400;5
Jmenovka sestavená info;V1431;1431;;;14400;5
Záslepka mikrofonu;V1432;1432;21,6;1;14400;5
Kryt čtečky;V1434;1434;23,78;1;14400;5
Okno displeje;V1435;1435;;;14400;5
Boční čelo EnergyBank;V1436;1436;17,9;1;14400;5
Boční čelo SmartGate;V1437;1437;19,5;1;14400;5
Boční čelo EasyGate LITE;V1438;1438;;;14400;5
Boční čelo EasyGate ;V1439;1439;19,5;1;14400;5
Horní kryt + 1441;V1440;1440;40,5;1;14400;5
Dolní kryt;V1441;1440;40,5;1;14400;5
Plašť světlovod EasyGate;V1443;1443;17,5;3;14400;5
Plášť horní bez potisku;V1450;1450;34;1;14400;5
plášť dolní;V1451;1451;33;1;14400;5
Plášť dolní baterie;V1452;1452;30,9;1;14400;5
Víko baterie bílé;V1453;1453;30,9;2;14400;5
Plášť Flex rámeček ER oranžový;V1454;1454;18,5;1;14400;5
Panel LED 2N bez potisku;V1455;1455;26,5;1;14400;5
Plášť Flex držák čela ER oranžový;V1457;1457;25,5;1;14400;5
Čelo antény ER1 oranžové;V1458;1457;25,5;1;14400;5
Světlovod indikátoru + 1460;V1459;1459;26,5;1;14400;5
Světlovod signálu;V1460;1459;26,5;1;14400;5
Kroužek Mora potisk bílý 1E-022;V1461;1461;;;14400;5
Kroužek Mora potisk bílý 1E-034;V1463;1463;;;14400;5
Plášt horní Smart Gate;V1466;1466;;;14400;5
Čelo konektoru SMG1 s potiskem;V1468;1468;;;14400;5
Čelo konektoru SMG1-žlutý, Čelo antény SMG1 žluté;V1467;1467;25,5;1;14400;5
Čelo antény SMG1 žluté;V1470;1467;25,5;1;14400;5
Čelo antény EG1 zelené;V1469;1469;28;1;14400;5
Čelo konektoru EG1 zelený;V1478;1469;28;1;14400;5
Rámeček EG1 zelený;V1471;1471;21,4;1;14400;5
Rámeček SMG1 žlutý;V1472;1472;17,6;1;14400;5
Kroužek Mora potisk hnědý 6E-019;V1473;1473;;;14400;5
Kroužek Mora potisk hnědý 6E-020;V1474;1474;;;14400;5
Kroužek Mora potisk hnědý 6E-021;V1475;1475;;;14400;5
Panel LED 2N potisk EsayRoute;V1476;1476;;;14400;5
Plášt horní EasyRoute;V1477;1477;;;14400;5
Čelo konektoru EG1 s potiskem;V1479;1479;;;14400;5
Boční čelo EnergyBank - potisk;V1480;1480;;;14400;5
Boční čelo SmartGate- potisk;V1481;1481;;;14400;5
Boční čelo EasyGate LITE - potisk;V1482;1482;;;14400;5
Boční čelo EasyGate - potisk;V1483;1483;;;14400;5
Základna černá;V1484;1484;;;14400;5
Základna s odfrézováným žebrem černá;V1485;1485;;;14400;5
Záslepka černá;V1486;1486;;;14400;5
Kámen kouřový;V1487;1487;;;14400;5
Jmenovka kouřová;V1488;1488;;;14400;5
Jmenovka kouřová 1.šipka;V1489;1489;;;14400;5
Jmenovka kouřová  2.šipka;V1490;1490;;;14400;5
Mřížka klávesnice černá;V1491;1491;;;14400;5
Klávesnice sestavená s potiskem černá;V1492;1492;;;14400;5
Držák displeje levý;V1493;1493;;;14400;5
Držák displeje pravý;V1494;1494;;;14400;5
Boční čelo LIFTNET;V1495;1495;17,9;1;14400;5
Boční čelo LIFTNET s potiskem;V1496;1496;;;14400;5
Horní díl LIFTNET;V1497;1497;34,6;1;14400;5
Horní díl LIFTNET s potiskem;V1498;1498;;;14400;5
Spodní díl LIFTNET;V1499;1499;34,6;1;14400;5
